ID_NLS,TIPO,RIC,PR,COMUNE,INDIR_ORIG,ZIP,ISTAT,DENOM_IMPRES,INSEGNA,INIZIO_ATT,ANNO_RICONOSCIMENTO,CAT_MERC,geo_y,geo_x
7894,Locale storico,Locale storico,MI,MILANO,"VIA TOMMASO MARINO, 7",20121,15146,COZZOLI RICCARDO,BAR MARINO,1932,2018,Bar e tabaccheria,45.4663829,9.1902739
7902,Locale storico,Storica attività,MI,MILANO,"VIA DELLA COMMENDA, 21",20122,15146,DI LIDDO PASQUALE,PANIFICIO DI LIDDO PASQUALE,1958,2018,Bar e tabaccheria,45.4572458,9.1992089
7903,Negozio storico,Storica attività,MI,MILANO,"VIA TIZIANO, 13",20145,15146,MARCON RENZO,PANIFICIO PASTICCERIA MARCON RENZO,1933,2018,Alimentari e specialità alimentari,45.4721049,9.1577771
7904,Negozio storico,Storica attività,MI,MILANO,"PIAZZA PIETRO GOBETTI, 8",20131,15146,DANELLI DANIELE,PANIFICIO DANELLI,1934,2018,Alimentari e specialità alimentari,45.4854089,9.2334745
7955,Negozio storico,Storica attività,MI,MILANO,"VIA FRATELLI RUFFINI, 9",20123,15146,TOFY TOYS DI CAVERA MOIRA,TOFY TOYS,1962,2018,Sport e tempo libero,45.4667682,9.1693978
7963,Locale storico,Storica attività,MI,MILANO,"PIAZZALE CANTORE, SNC",20123,15146,RISTORANTE AL PORTO S.R.L.,RISTORANTE AL PORTO,1967,2018,Ristorazione,45.4556728,9.1744307
7968,Negozio storico,Storica attività,MI,MILANO,"VIA MAURIZIO QUADRIO,  25",20154,15146,OTTICA FARINI DI GUASCHI PIETRO ANGELO,GUASCHI OTTICA,1955,2018,Ottica e fotografia,45.4839308,9.1814817
7969,Negozio storico,Storica attività,MI,MILANO,"CORSO ITALIA, 1",20122,15146,OTTICA RIGA DI BORDIN MAURIZIO,OTTICA,1958,2018,Ottica e fotografia,45.460098,9.1883525
7970,Negozio storico,Storica attività,MI,MILANO,"PIAZZALE STAZIONE DI PORTA GENOVA, 3",20144,15146,G. TURCI SAS DI PAOLA TURCI E C.,G.TURCI CALZATURE,1907,2018,Abbigliamento e accessori,45.453458,9.170461
7971,Negozio storico,Storica attività,MI,MILANO,"VIA DELLE FORZE ARMATE, 24",20147,15146,CINZIA ROSSI GIOIELLI,CINZIA ROSSI GIOIELLI,1961,2018,Preziosi,45.4633456,9.1358484
7975,Negozio storico,Storica attività,MI,MILANO,"VIA PONTACCIO, 12",20121,15146,ARNALDO CASTELLI DI CASTELLI CLEMENTINA,ARNALDO CASTELLI,1902,2018,Casa e arredamento,45.4726862,9.1860258
7976,Negozio storico,Storica attività,MI,MILANO,"CORSO LODI, 2",20135,15146,MAV ARREDA S.R.L.,MAV ARREDA,1934,2018,Casa e arredamento,45.4512579,9.2031338
7989,Negozio storico,Storica attività,MI,MILANO,"VIA GIULIO CESARE PROCACCINI, 54",20154,15146,FOTO RADIO MARELLI DI LOVA MARELLI ROBERTO,FOTO RADIO MARELLI,1944,2019,Ottica e fotografia,45.481786,9.1675223
7991,Locale storico,Locale storico,MI,MILANO,"VIA BORGOSPESSO, 12",20121,15146,S.T.R.A. S.R.L.,RISTORANTE BICE,1939,2019,Ristorazione,45.470142,9.1941922
7993,Negozio storico,Storica attività,MI,MILANO,"VIA DON CARLO GNOCCHI, 3",20148,15146,GHISI ALESSANDRO,LA MACELLERIA,1967,2019,Alimentari e specialità alimentari,45.4748723,9.1236569
8071,Negozio storico,Storica attività,MI,MILANO,"VIA ALESSANDRO VOLTA, 7",20121,15146,ERBORISTERIA OFFICINALE MEDIOLANUM DI FIUMANI GABRIELLA,ERBORISTERIA  MEDIOLANUM,1978,2019,Salute e benessere,45.4791188,9.183843
8073,Negozio storico,Storica attività,MI,MILANO,"VIALE ARGONNE, 1",20133,15146,LANFOSSI S.R.L.,LANFOSSI OROLOGI GIOIELLI,1966,2019,Preziosi,45.4684976,9.2252779
8097,Negozio storico,Storica attività,MI,MILANO,"VIA ANTONIO SALIERI, 6",20131,15146,ARMERIA BUZZINI DI BUZZINI ANGELO,ARMERIA BUZZINI,1947,2019,Sport e tempo libero,45.4851588,9.2354479
8110,Negozio storico,Storica attività,MI,MILANO,"CORSO EUROPA, 10",20122,15146,S.A.S. MARCONI DI CARLO MARCONI E C.,ARGENTERIA MARCONI,1974,2019,Preziosi,45.4640189,9.1964144
8116,Negozio storico,Storica attività,MI,MILANO,"CORSO MAGENTA, 1",20123,15146,LORENZI ANDREA,O. LORENZI,1920,2019,Attrezzature,45.4655631,9.1801653
8119,Negozio storico,Storica attività,MI,MILANO,"VIA PASCOLI, 18",20129,15146,FERRARI CHIARA,CASTIGLIONI,1951,2019,Merceria,45.4745245,9.2201998
8122,Negozio storico,Storica attività,MI,MILANO,"PIAZZETTA UMBERTO GIORDANO ANGOLO CORSO MONFORTE, 42",20121,15146,A.M.D. SRL,PROFUMERIA MAZZOLARI,1950,2019,Cura della persona,45.46796,9.18178
8138,Negozio storico,Storica attività,MI,MILANO,"VIA PROSPERO FINZI, 2",20126,15146,FERRAMENTA BOCCHIOLA S.R.L.,FERRAMENTA BOCCHIOLA,1920,2019,Attrezzature,45.504931,9.2219982
8157,Locale storico,Locale storico,MI,MILANO,"VIA DELLA CHIESA ROSSA, 113",20142,15146,OSTERIA DELLA CONCA FALLATA S.A.S. DI MASCOLI ANDREA & C.,OSTERIA DELLA CONCA FALLATA,1969,2019,Ristorazione,45.4260103,9.1697494
8158,Locale storico,Storica attività,MI,MILANO,"VIA NOVARA, 139",20153,15146,"GELATERIA FLORIANA DI PAPAGNA TRIFONE RICCARDO, MENSI FLORIANA E PAPAGNA LUCA SNC",GELATERIA FLORIANA,1954,2019,"Gelaterie, pasticcerie e torrefazioni",45.4743866,9.1161125
8159,Negozio storico,Storica attività,MI,MILANO,"VIA CIOVASSO, 5",20121,15146,IL FRUTTETO DI LIDDO ROBERTO,IL FRUTTETO DI VIA CIOVASSO,1933,2019,Alimentari e specialità alimentari,45.4695595,9.1867313
8171,Negozio storico,Storica attività,MI,MILANO,"VIA LUIGI CANONICA, 87",20154,15146,LUCCINI PAOLO,LUCCINI OROLOGERIA GIOIELLERIA,1970,2019,Preziosi,45.4811887,9.1692675
8173,Negozio storico,Storica attività,MI,MILANO,"VIA ANGELO POLIZIANO, 9",20154,15146,IL FRANCESCONE DI RAINOLDI ALESSANDRO ELSO,IL FRANCESCONE GIOIELLI E ARGENTI,1974,2019,Preziosi,45.4835394,9.1647971
8174,Negozio storico,Storica attività,MI,MILANO,"PIAZZA BRUNO BUOZZI, 2",20135,15146,GIANNASI 1967 SRL,GIANNASI 1967 MILANO PORTA ROMANA,1966,2019,Alimentari e specialità alimentari,45.44966,9.20602
8176,Negozio storico,Storica attività,MI,MILANO,"PIAZZA VI FEBBRAIO, 16",20145,15146,NOGARA DI VOLPI GUGLIELMO E C. S.A.S.,GIOIELLERIA NOGARA,1957,2019,Preziosi,45.4775666,9.1615847
8177,Negozio storico,Storica attività,MI,MILANO,"VIALE REGINA GIOVANNA, 36",20129,15146,LUIGI GALVANI,LUIGI GALVANI,1933,2019,Preziosi,45.473338,9.2136429
8187,Negozio storico,Negozio storico,MI,MILANO,"VIA GALEAZZO ALESSI, 4",20123,15146,TARONI FLAMINIO,TARONI,1967,2019,Preziosi,45.4559002,9.1762585
8191,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"VIA CARLO DOLCI, 16",20148,15146,CENTRO STAMPA DI NERI CRISTIANO,CENTRO STAMPA,1965,2019,Cartoleria e libreria,45.4726391,9.1426184
8195,Locale storico,Storica attività,MI,MILANO,"VIALE MONZA, 10",20127,15146,LA GIARA S.N.C. DI STEFANIA LICARI E STEFANO COMI,OSTERIA LA GIARA SPECIALITA' PUGLIESI,1977,2019,Ristorazione,45.4881213,9.2174842
8197,Negozio storico,Negozio storico,MI,MILANO,"GALLERIA VITTORIO EMANUELE II, 11/12",20121,15146,ALGANI SOUVENIR DI BUTI ROBERTO E MARINONI MAURIZIO GIUSEPPE & C. SNC,ALGANI,1927,2019,Sport e tempo libero,45.4665772,9.1898623
8201,Locale storico,Locale storico,MI,MILANO,"VIA GIACOMO PUCCINI, 2",20121,15146,DA RITA E ANTONIO S.N.C. DI TOSATO ANTONIO & C.,RISTORANTE DA RITA E ANTONIO,1972,2019,Alimentari e specialità alimentari,45.4670619,9.1812523
8203,Negozio storico,Negozio storico,MI,MILANO,"VIA TOMMASO MARINO, 7",20121,15146,SUADEO S.R.L.,GALIMBERTI COMPAGNONI DE MUZIO,1941,2019,Cartoleria e libreria,45.4663829,9.1902739
8210,Negozio storico,Storica attività,MI,MILANO,"CORSO XXII MARZO, 29",20129,15146,LANFOSSI S.R.L.,LANFOSSI GIOIELLI,1923,2019,Preziosi,45.4623649,9.2140541
8275,Negozio storico,Insegna storica e di tradizione top,MI,MILANO,"GALLERIA VITTORIO EMANUELE II, 92",20121,15146,HAERES EQUITA S.R.L.,BORSALINO,1883,2019,Abbigliamento e accessori,45.4664168,9.1900646
8298,Locale storico,Storica attività,MI,MILANO,"VIA TOMMASO MARINO, 7",20121,15146,VANZINA CORBARI & C. S.R.L.,IL SALOTTO,1979,2020,Ristorazione,45.4663829,9.1902739
8338,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"VIA LOSANNA, 36",20154,15146,D'ELIA ALDO,BARBIERE,1959,2020,Cura della persona,45.4866085,9.1649619
8343,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"VIALE DEI MILLE, 1/A",20129,15146,CHIUSURE LAMPO DI MARIOTTI DANIELE,MARIOTTI MILANO DAL 1908,1978,2020,"Sartoria, calzoleria e riparazioni",45.4691026,9.2169817
8349,Negozio storico,Storica attività,MI,MILANO,"VIALE MONZA, 78",20125,15146,MAGGIO MARIA DI BIASSONI DANIELE,MACELLERIA MAGGIO DI BIASSONI,1922,2020,Alimentari e specialità alimentari,45.4955718,9.2197331
8350,Negozio storico,Storica attività,MI,MILANO,"VIA MERCATO, 24",20121,15146,BARONI FRANCESCO,PANETTERIA,1968,2020,Alimentari e specialità alimentari,45.4713353,9.1843285
8427,Negozio storico,Storica attività,MI,MILANO,"VIA FIORI CHIARI, 16",20121,15146,MP SAS DI FRANCESCA PORRO E C.,LUIGI PORRO ORAFO,1938,2020,Preziosi,45.4721869,9.186537
8429,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"PIAZZA SANT'ALESSANDRO, 2",20123,15146,MALVISINI CRISTINA,MALVISINI GIOIELLI,1959,2020,Preziosi,45.4611432,9.1861699
8453,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"VIA ORNATO LUIGI, 14",20162,15146,GRAFICHE BARAGGIA S.R.L.,ARTI GRAFICHE BARAGGIA TIPO - LITOGRAFIA,1966,2020,Cartoleria e libreria,45.5160264,9.1912421
8458,Negozio storico,Storica attività,MI,MILANO,"VIA GIOSUE' CARDUCCI, 36",20123,15146,R G M SRL,PASTICCERIA GELATERIA CONFETTERIA CAFFETTERIA,1978,2020,"Gelaterie, pasticcerie e torrefazioni",45.4626034,9.1736374
8462,Locale storico,Storica attività,MI,MILANO,"VIA SERIO, 2",20139,15146,FOREVER S.R.L.,DEVOTI,1942,2020,Bar e tabaccheria,45.4413979,9.2001092
8501,Bottega artigiana storica,Storica attività artigiana,MI,MILANO,"VIA GOFFREDO MAMELI, 24",20129,15146,ALVISI ERMANNO,ALVISI,1978,2020,"Sartoria, calzoleria e riparazioni",45.4649755,9.2133099
8521,Negozio storico,Storica attività,MI,MILANO,"VIA MERAVIGLI, 12",20123,15146,CERATINA S.A.S. DI ANGELINO PATRIZIA & C.,CERATINA 1919,1957,2020,Casa e arredamento,45.4658432,9.1828226
8546,Locale storico,Locale storico,MI,MILANO,"VIA GIOVANNI MORELLI, 4",20129,15146,COMMERCIALE BRIOS S.R.L.,GRAN CAFÈ & TRE MARIE,1978,2020,Bar e tabaccheria,45.4718264,9.2063183
8548,Locale storico,Locale storico,MI,MILANO,"CORSO GIUSEPPE GARIBALDI, 125",20121,15146,PANINO GIUSTO S.P.A.,PANINO GIUSTO,1979,2020,Ristorazione,45.4798121,9.1862031
8568,Locale storico,Storica attività,MI,MILANO,"VIA RISTORI ADELAIDE, 1",20129,15146,CARPEN IULIA,NEW GIBSON AMERICAN BAR,1977,2020,Bar e tabaccheria,45.4714066,9.2144084
7909,Locale storico,Locale storico,MI,MILANO,"VIA PASQUALE SOTTOCORNO, 6",20129,15146,GIACOMO RISTORANTI S.R.L.,RISTORANTE DA GIACOMO,1958,2018,Ristorazione,45.465434,9.2082979
7244,Locale storico,Locale storico,MI,MILANO,"Via San Maurilio, 7",20123,15146,SAN MAURILIO S.R.L.,RONCHI 78,1934,2012,Ristorazione,45.461631,9.1848234
7224,Locale storico,Storica attività,MI,MILANO,"Via Dogana, 3",20123,15146,NERO SRL,RISTORANTE PIZZERIA DOGANA,1951,2011,Ristorazione,45.4632275,9.1888059
6354,Negozio storico,Storica attività,MI,MILANO,"PIAZZA CINQUE GIORNATE, 6",20129,15146,FRIGERIO GOMME DI CE' ANDREA,FRIGERIO GOMME,1923,2010,Auto e Moto,45.4617107,9.207182
7488,Negozio storico,Storica attività,MI,MILANO,"PIAZZA DEL CARMINE, 1",20121,15146,DEMALDE' DI DEMALDE' CHIARA AURORA,DEMALDE',1943,2015,Preziosi,45.4700944,9.1852562
6315,Negozio storico,Storica attività,MI,MILANO,GALLERIA PRIVATA STRASBURGO 3,20122,15146,STUDIO BOLZANI SRL,BOLZANI CORNICI E STAMPE,1922,2010,Casa e arredamento,45.4649183,9.197808
6357,Negozio storico,Storica attività,MI,MILANO,VIA G. MORONE 2,20121,15146,Galleria Bolzani S.r.l.,GALLERIA BOLZANI,1922,2010,Casa e arredamento,45.4679057,9.1922007
7439,Negozio storico,Storica attività,MI,MILANO,"VIA CREMA, 25",20135,15146,PASTICCERIA SOMMARIVA S.A.S. DI SOMMARIVA IVAN E SOMMARIVA GIANLUCA,PASTICCERIA SOMMARIVA,1919,2015,Alimentari e specialità alimentari,45.4481109,9.2030526
7900,Locale storico,Storica attività,MI,MILANO,"VIA ALFONSO LAMARMORA, 31",20122,15146,PASTICCERIA ANGELO POLENGHI S.R.L.,PASTICCERIA GELATERIA POLENGHI,1937,2018,"Gelaterie, pasticcerie e torrefazioni",45.4574164,9.2037531
8423,Negozio storico,Negozio storico,MI,MILANO,"CORSO GIUSEPPE GARIBALDI, 71",20121,15146,ROSSIGNOLI S.R.L.,ROSSIGNOLI,1945,2020,Sport e tempo libero,45.4750429,9.1834331
6964,Negozio storico,Storica attività,MI,MILANO,VIA SARPI PAOLO 46,20154,15146,Baita del Formaggio snc,BAITA DEL FORMAGGIO DI FABIO RE,1939,2010,Alimentari e specialità alimentari,45.4812627,9.1734877
